film.title,distributor.name,gross.box.o.weekend,adm.weekend,weekend.start,weekend.end
The New Mutants,Sena,1609892,1073,2020-09-04,2020-09-06
Pets United (Gæludýrafélagið),Samfilm,1272282,1120,2020-09-04,2020-09-06
Ella Bella Bingó,Sena,812847,725,2020-09-04,2020-09-06
Amma Hófí,Myndform,536907,323,2020-09-04,2020-09-06
Scoob!,Samfilm,421583,375,2020-09-04,2020-09-06
Bill and Ted Face the Music (2020),Sena,420650,275,2020-09-04,2020-09-06
Trolls World Tour,Myndform,221567,205,2020-09-04,2020-09-06
Draumasmiðjan,Myndform,218223,203,2020-09-04,2020-09-06
Unhinged,Samfilm,164930,99,2020-09-04,2020-09-06
Síðasta Veiðiferðin,Myndform,149495,82,2020-09-04,2020-09-06
The Secret : Dare to Dream,Samfilm,111360,75,2020-09-04,2020-09-06
Hvolpasveitin (Paw Patrol - The Mighty Pups),Samfilm,108600,130,2020-09-04,2020-09-06
Onward,Samfilm,59715,49,2020-09-04,2020-09-06
The Rental,Myndform,53200,34,2020-09-04,2020-09-06
Harry Potter and the Prisoner of Azkaban (2020 re-issue),Samfilm,47500,32,2020-09-04,2020-09-06
Harry Potter and the Goblet of Fire (2020 re-issue),Samfilm,34580,25,2020-09-04,2020-09-06
Harry Potter and the Order of the Phoenix (2020 re-issue),Samfilm,14280,10,2020-09-04,2020-09-06
TENET,Samfilm,7349877,4867,2020-08-28,2020-08-30
Pets United (Gæludýrafélagið),Samfilm,1107777,1035,2020-08-28,2020-08-30
Ella Bella Bingó,Sena,861749,781,2020-08-28,2020-08-30
Amma Hófí,Myndform,550873,338,2020-08-28,2020-08-30
Bill and Ted Face the Music (2020),Sena,538048,347,2020-08-28,2020-08-30
Scoob!,Samfilm,404047,370,2020-08-28,2020-08-30
Unhinged,Samfilm,372170,233,2020-08-28,2020-08-30
Draumasmiðjan,Myndform,335219,300,2020-08-28,2020-08-30
Trolls World Tour,Myndform,257477,234,2020-08-28,2020-08-30
Síðasta Veiðiferðin,Myndform,215050,121,2020-08-28,2020-08-30
Hvolpasveitin (Paw Patrol - The Mighty Pups),Samfilm,126700,154,2020-08-28,2020-08-30
The Secret : Dare to Dream,Samfilm,114405,82,2020-08-28,2020-08-30
My Spy,Myndform,86564,86,2020-08-28,2020-08-30
The Rental,Myndform,75680,54,2020-08-28,2020-08-30
Harry Potter and the Goblet of Fire (2020 re-issue),Samfilm,46290,35,2020-08-28,2020-08-30
Harry Potter and the Prisoner of Azkaban (2020 re-issue),Samfilm,44895,35,2020-08-28,2020-08-30
Onward,Samfilm,43796,43,2020-08-28,2020-08-30
Harry Potter and the Order of the Phoenix (2020 re-issue),Samfilm,43536,30,2020-08-28,2020-08-30
The Postcard Killings,Samfilm,32920,20,2020-08-28,2020-08-30
Amma Hófí,Myndform,422955,250,2020-08-21,2020-08-23
Unhinged,Samfilm,359259,236,2020-08-21,2020-08-23
Ella Bella Bingó,Sena,299544,255,2020-08-21,2020-08-23
Scoob!,Samfilm,270122,235,2020-08-21,2020-08-23
Harry Potter and the Deathly Hallows - Part 2 (2020 re-issue),Samfilm,244295,228,2020-08-21,2020-08-23
Síðasta Veiðiferðin,Myndform,201965,112,2020-08-21,2020-08-23
Trolls World Tour,Myndform,195265,169,2020-08-21,2020-08-23
Harry Potter and the Deathly Hallows - Part 1 (2020 re-issue),Samfilm,192815,172,2020-08-21,2020-08-23
Inception - 10th Anniversary Re-release,Samfilm,175830,126,2020-08-21,2020-08-23
The Rental,Myndform,147517,100,2020-08-21,2020-08-23
My Spy,Myndform,140300,108,2020-08-21,2020-08-23
Harry Potter and the Order of the Phoenix (2020 re-issue),Samfilm,136625,116,2020-08-21,2020-08-23
Harry Potter and the Half Blood Prince (2020 re-issue),Samfilm,81475,72,2020-08-21,2020-08-23
Harry Potter and the Goblet of Fire (2020 re-issue),Samfilm,65397,54,2020-08-21,2020-08-23
The Secret : Dare to Dream,Samfilm,61455,45,2020-08-21,2020-08-23
Draumasmiðjan,Myndform,60620,50,2020-08-21,2020-08-23
The Postcard Killings,Samfilm,53050,31,2020-08-21,2020-08-23
Harry Potter and the Prisoner of Azkaban (2020 re-issue),Samfilm,49000,33,2020-08-21,2020-08-23
"High Note, The",Myndform,42907,28,2020-08-21,2020-08-23
The Matrix (2020 re-issue),Samfilm,39600,34,2020-08-21,2020-08-23
Onward,Samfilm,36190,47,2020-08-21,2020-08-23
Scarface (2020 re-issue),Samfilm,35280,28,2020-08-21,2020-08-23
Harry Potter and the Sorcerer´s Stone (2020 re-issue),Samfilm,27530,22,2020-08-21,2020-08-23
Peninsula,Myndform,22556,14,2020-08-21,2020-08-23
Zootropolis (2020 re-issue),Samfilm,22060,19,2020-08-21,2020-08-23
Hvolpasveitin (Paw Patrol - The Mighty Pups),Samfilm,20400,24,2020-08-21,2020-08-23
Harry Potter and the Chamber of Secrets (2020 re-issue),Samfilm,16595,12,2020-08-21,2020-08-23
The Outpost,Samfilm,9250,6,2020-08-21,2020-08-23
Mad Max : Fury Road (2020 re-issue),Samfilm,5800,6,2020-08-21,2020-08-23
Ella Bella Bingó,Sena,1127646,963,2020-08-14,2020-08-16
Amma Hófí,Myndform,996202,596,2020-08-14,2020-08-16
Unhinged,Samfilm,683839,439,2020-08-14,2020-08-16
Scoob!,Samfilm,564612,475,2020-08-14,2020-08-16
Inception - 10th Anniversary Re-release,Samfilm,503062,323,2020-08-14,2020-08-16
Trolls World Tour,Myndform,439914,372,2020-08-14,2020-08-16
The Rental,Myndform,401626,253,2020-08-14,2020-08-16
Síðasta Veiðiferðin,Myndform,366730,207,2020-08-14,2020-08-16
Harry Potter and the Prisoner of Azkabahn (2020 re-issue),Samfilm,342764,306,2020-08-14,2020-08-16
Harry Potter and the Sorcerer´s Stone (2020 re-issue),Samfilm,232060,213,2020-08-14,2020-08-16
Draumasmiðjan,Myndform,197579,170,2020-08-14,2020-08-16
Harry Potter and the Chamber of Secrets (2020 re-issue),Samfilm,196832,187,2020-08-14,2020-08-16
My Spy,Myndform,192645,145,2020-08-14,2020-08-16
Zootropolis (2020 re-issue),Samfilm,145340,120,2020-08-14,2020-08-16
The Secret : Dare to Dream,Samfilm,118440,77,2020-08-14,2020-08-16
The Matrix (2020 re-issue),Samfilm,87110,76,2020-08-14,2020-08-16
Peninsula,Myndform,65247,39,2020-08-14,2020-08-16
Onward,Samfilm,64885,55,2020-08-14,2020-08-16
Hvolpasveitin (Paw Patrol - The Mighty Pups),Samfilm,51000,62,2020-08-14,2020-08-16
The Postcard Killings,Samfilm,36560,25,2020-08-14,2020-08-16
Mad Max : Fury Road (2020 re-issue),Samfilm,34650,31,2020-08-14,2020-08-16
The Outpost,Samfilm,20280,12,2020-08-14,2020-08-16
Amma Hófí,Myndform,1424096,844,2020-08-07,2020-08-10
Unhinged,Samfilm,1141309,749,2020-08-07,2020-08-10
Scoob!,Samfilm,1123739,926,2020-08-07,2020-08-10
Trolls World Tour,Myndform,710804,620,2020-08-07,2020-08-10
Síðasta Veiðiferðin,Myndform,604345,334,2020-08-07,2020-08-10
Draumasmiðjan,Myndform,423690,347,2020-08-07,2020-08-10
The Secret : Dare to Dream,Samfilm,308770,202,2020-08-07,2020-08-10
Zootropolis (2020 re-issue),Samfilm,262480,226,2020-08-07,2020-08-10
My Spy,Myndform,221889,173,2020-08-07,2020-08-10
Peninsula,Myndform,176740,108,2020-08-07,2020-08-10
Onward,Samfilm,152455,133,2020-08-07,2020-08-10
Mad Max : Fury Road (2020 re-issue),Samfilm,136150,115,2020-08-07,2020-08-10
The Matrix (2020 re-issue),Samfilm,123530,106,2020-08-07,2020-08-10
"High Note, The",Myndform,82291,56,2020-08-07,2020-08-10
The Postcard Killings,Samfilm,72200,45,2020-08-07,2020-08-10
The Outpost,Samfilm,63520,45,2020-08-07,2020-08-10
Hvolpasveitin (Paw Patrol - The Mighty Pups),Samfilm,48450,57,2020-08-07,2020-08-10
Mentor,Sena,11675,7,2020-08-07,2020-08-10
Amma Hófí,Myndform,2117310,1383,2020-07-31,2020-08-02
Unhinged,Samfilm,1215458,790,2020-07-31,2020-08-02
Scoob!,Samfilm,1179993,986,2020-07-31,2020-08-02
Trolls World Tour,Myndform,917565,866,2020-07-31,2020-08-02
Síðasta Veiðiferðin,Myndform,590475,401,2020-07-31,2020-08-02
The Secret : Dare to Dream,Samfilm,385723,271,2020-07-31,2020-08-02
Draumasmiðjan,Myndform,361557,307,2020-07-31,2020-08-02
Peninsula,Myndform,277968,209,2020-07-31,2020-08-02
Onward,Samfilm,212401,179,2020-07-31,2020-08-02
My Spy,Myndform,184994,163,2020-07-31,2020-08-02
Mad Max : Fury Road (2020 re-issue),Samfilm,100990,89,2020-07-31,2020-08-02
Hvolpasveitin (Paw Patrol - The Mighty Pups),Samfilm,92710,110,2020-07-31,2020-08-02
The Matrix (2020 re-issue),Samfilm,72230,62,2020-07-31,2020-08-02
Star Wars : The Empire Stikes Back (2020 - re-issue),Samfilm,59120,51,2020-07-31,2020-08-02
The Postcard Killings,Samfilm,57420,40,2020-07-31,2020-08-02
"High Note, The",Myndform,45515,30,2020-07-31,2020-08-02
The Outpost,Samfilm,37594,25,2020-07-31,2020-08-02
Mentor,Sena,15800,8,2020-07-31,2020-08-02
Amma Hófí,Myndform,2423456,1418,2020-07-24,2020-07-26
Scoob!,Samfilm,1839247,1521,2020-07-24,2020-07-26
Trolls World Tour,Myndform,924302,787,2020-07-24,2020-07-26
Síðasta Veiðiferðin,Myndform,747425,422,2020-07-24,2020-07-26
The Secret : Dare to Dream,Samfilm,616629,436,2020-07-24,2020-07-26
Draumasmiðjan,Myndform,278229,230,2020-07-24,2020-07-26
The Outpost,Samfilm,215375,137,2020-07-24,2020-07-26
Mad Max : Fury Road (2020 re-issue),Samfilm,175370,149,2020-07-24,2020-07-26
My Spy,Myndform,161675,141,2020-07-24,2020-07-26
"High Note, The",Myndform,113536,70,2020-07-24,2020-07-26
Onward,Samfilm,113160,97,2020-07-24,2020-07-26
The Matrix (2020 re-issue),Samfilm,90040,74,2020-07-24,2020-07-26
Aliens (2020 re-issue),Samfilm,88140,71,2020-07-24,2020-07-26
The Postcard Killings,Samfilm,70780,54,2020-07-24,2020-07-26
Star Wars : The Empire Stikes Back (2020 - re-issue),Samfilm,63580,53,2020-07-24,2020-07-26
Alien (2020 re-issue),Samfilm,61880,51,2020-07-24,2020-07-26
Hvolpasveitin (Paw Patrol - The Mighty Pups),Samfilm,35700,44,2020-07-24,2020-07-26
"King of Staten Island,The",Myndform,34600,24,2020-07-24,2020-07-26
The Shining (2020 re-issue),Samfilm,32400,27,2020-07-24,2020-07-26
Mentor,Sena,19470,11,2020-07-24,2020-07-26
Amma Hófí,Myndform,5014252,3143,2020-07-17,2020-07-19
Scoob!,Samfilm,2160152,1851,2020-07-17,2020-07-19
Trolls World Tour,Myndform,1726948,1539,2020-07-17,2020-07-19
Síðasta Veiðiferðin,Myndform,1136050,646,2020-07-17,2020-07-19
The Outpost,Samfilm,500994,326,2020-07-17,2020-07-19
Onward,Samfilm,367130,327,2020-07-17,2020-07-19
The Matrix (2020 re-issue),Samfilm,337564,239,2020-07-17,2020-07-19
Draumasmiðjan,Myndform,334424,285,2020-07-17,2020-07-19
My Spy,Myndform,225001,194,2020-07-17,2020-07-19
Aliens (2020 re-issue),Samfilm,218110,196,2020-07-17,2020-07-19
The Postcard Killings,Samfilm,176810,114,2020-07-17,2020-07-19
Hvolpasveitin (Paw Patrol - The Mighty Pups),Samfilm,118310,140,2020-07-17,2020-07-19
"High Note, The",Myndform,117801,90,2020-07-17,2020-07-19
Star Wars : The Empire Stikes Back (2020 - re-issue),Samfilm,112120,96,2020-07-17,2020-07-19
Alien (2020 re-issue),Samfilm,87614,75,2020-07-17,2020-07-19
"King of Staten Island,The",Myndform,54400,34,2020-07-17,2020-07-19
Titanic (1997) re-issue,Sena,47000,57,2020-07-17,2020-07-19
Mentor,Sena,44575,23,2020-07-17,2020-07-19
Military Wives,Samfilm,28062,23,2020-07-17,2020-07-19
Amma Hófí,Myndform,5250275,2994,2020-07-10,2020-07-12
Trolls World Tour,Myndform,2660521,2390,2020-07-10,2020-07-12
Síðasta Veiðiferðin,Myndform,1028157,578,2020-07-10,2020-07-12
The Outpost,Samfilm,749360,487,2020-07-10,2020-07-12
Draumasmiðjan,Myndform,575376,617,2020-07-10,2020-07-12
My Spy,Myndform,522516,438,2020-07-10,2020-07-12
Onward,Samfilm,509409,432,2020-07-10,2020-07-12
The Postcard Killings,Samfilm,299122,198,2020-07-10,2020-07-12
Star Wars : The Empire Stikes Back (2020 - re-issue),Samfilm,208514,181,2020-07-10,2020-07-12
"High Note, The",Myndform,133921,85,2020-07-10,2020-07-12
Lord of the Rings : The Return of the King - Extended Edition,Samfilm,119232,102,2020-07-10,2020-07-12
Lord fo the Rings : The Two Towers - Extended Edition,Samfilm,85800,73,2020-07-10,2020-07-12
The Shining (2020 re-issue),Samfilm,63300,60,2020-07-10,2020-07-12
Sonic the Hedgehog,Samfilm,60535,51,2020-07-10,2020-07-12
Hvolpasveitin (Paw Patrol - The Mighty Pups),Samfilm,58900,68,2020-07-10,2020-07-12
"King of Staten Island,The",Myndform,49300,32,2020-07-10,2020-07-12
Military Wives,Samfilm,38440,24,2020-07-10,2020-07-12
Mentor,Sena,34095,18,2020-07-10,2020-07-12
Forrest Gump (2020 - re-issue),Samfilm,33920,24,2020-07-10,2020-07-12
The Goonies (2020 re-issue),Samfilm,31300,27,2020-07-10,2020-07-12
Dunkirk (2020 re-issue),Samfilm,22590,16,2020-07-10,2020-07-12
Lord of the Rings : The Fellowship of the Ring - Extended Edition,Samfilm,19270,18,2020-07-10,2020-07-12
The Lego Batman Movie,Samfilm,12430,9,2020-07-10,2020-07-12
Yogi Bear,Samfilm,4200,4,2020-07-10,2020-07-12
Trolls World Tour,Myndform,1760223,1693,2020-07-03,2020-07-05
Síðasta Veiðiferðin,Myndform,705095,482,2020-07-03,2020-07-05
My Spy,Myndform,446102,340,2020-07-03,2020-07-05
The Postcard Killings,Samfilm,263395,170,2020-07-03,2020-07-05
Lord of the Rings : The Return of the King - Extended Edition,Samfilm,221770,193,2020-07-03,2020-07-05
Onward,Samfilm,192510,165,2020-07-03,2020-07-05
Lord fo the Rings : The Two Towers - Extended Edition,Samfilm,189130,170,2020-07-03,2020-07-05
"High Note, The",Myndform,161470,116,2020-07-03,2020-07-05
Interstellar (2020 re-issue),Samfilm,126375,78,2020-07-03,2020-07-05
Forrest Gump (2020 - re-issue),Samfilm,112680,82,2020-07-03,2020-07-05
"King of Staten Island,The",Myndform,102800,84,2020-07-03,2020-07-05
Mentor,Sena,60190,35,2020-07-03,2020-07-05
The Dark Knight Rises (2020 re-issue),Samfilm,49140,32,2020-07-03,2020-07-05
Captain Sabertooth and the Magic Diamond / Kapteinn Skögultönn og töfrademanturinn,Myndform,47203,40,2020-07-03,2020-07-05
Lord of the Rings : The Fellowship of the Ring - Extended Edition,Samfilm,45780,40,2020-07-03,2020-07-05
Sonic the Hedgehog,Samfilm,45050,36,2020-07-03,2020-07-05
Titanic (1997) re-issue,Sena,44000,45,2020-07-03,2020-07-05
Just Mercy,Samfilm,42150,27,2020-07-03,2020-07-05
Hvolpasveitin (Paw Patrol - The Mighty Pups),Samfilm,40800,50,2020-07-03,2020-07-05
The Shining (2020 re-issue),Samfilm,37000,40,2020-07-03,2020-07-05
The Dark Knight (2020 re-issue),Samfilm,36260,25,2020-07-03,2020-07-05
Military Wives,Samfilm,29950,20,2020-07-03,2020-07-05
The Goonies (2020 re-issue),Samfilm,26990,24,2020-07-03,2020-07-05
Víti i Vestmannaeyjum,Samfilm,12310,10,2020-07-03,2020-07-05
The Lego Batman Movie,Samfilm,11955,10,2020-07-03,2020-07-05
Yogi Bear,Samfilm,6790,9,2020-07-03,2020-07-05
Trolls World Tour,Myndform,3232739,2888,2020-06-26,2020-06-28
Síðasta Veiðiferðin,Myndform,881747,480,2020-06-26,2020-06-28
My Spy,Myndform,709711,559,2020-06-26,2020-06-28
The Postcard Killings,Samfilm,507770,329,2020-06-26,2020-06-28
Lord of the Rings : The Fellowship of the Ring - Extended Edition,Samfilm,360272,317,2020-06-26,2020-06-28
Onward,Samfilm,246710,221,2020-06-26,2020-06-28
"King of Staten Island,The",Myndform,234690,156,2020-06-26,2020-06-28
Interstellar (2020 re-issue),Samfilm,202790,129,2020-06-26,2020-06-28
Mentor,Sena,124670,67,2020-06-26,2020-06-28
The Dark Knight (2020 re-issue),Samfilm,83210,56,2020-06-26,2020-06-28
Captain Sabertooth and the Magic Diamond / Kapteinn Skögultönn og töfrademanturinn,Myndform,81285,70,2020-06-26,2020-06-28
Just Mercy,Samfilm,72930,56,2020-06-26,2020-06-28
Ghost (2020 re-issue),Samfilm,50560,41,2020-06-26,2020-06-28
Sonic the Hedgehog,Samfilm,44290,39,2020-06-26,2020-06-28
The Dark Knight Rises (2020 re-issue),Samfilm,43940,34,2020-06-26,2020-06-28
The Lego Batman Movie,Samfilm,32395,26,2020-06-26,2020-06-28
Military Wives,Samfilm,25720,16,2020-06-26,2020-06-28
Víti i Vestmannaeyjum,Samfilm,22535,18,2020-06-26,2020-06-28
Lucky Day,Samfilm,21970,13,2020-06-26,2020-06-28
The Goonies (2020 re-issue),Samfilm,15300,14,2020-06-26,2020-06-28
The Shining (2020 re-issue),Samfilm,15000,15,2020-06-26,2020-06-28
Hvolpasveitin (Paw Patrol - The Mighty Pups),Samfilm,13800,16,2020-06-26,2020-06-28
The Hunt,Myndform,11300,9,2020-06-26,2020-06-28
Yogi Bear,Samfilm,10768,12,2020-06-26,2020-06-28
Síðasta Veiðiferðin,Myndform,1113725,597,2020-06-19,2020-06-21
My Spy,Myndform,718061,585,2020-06-19,2020-06-21
Onward,Samfilm,500875,449,2020-06-19,2020-06-21
"King of Staten Island,The",Myndform,395379,252,2020-06-19,2020-06-21
Captain Sabertooth and the Magic Diamond / Kapteinn Skögultönn og töfrademanturinn,Myndform,264504,224,2020-06-19,2020-06-21
The Dark Knight Rises (2020 re-issue),Samfilm,113875,80,2020-06-19,2020-06-21
The Dark Knight (2020 re-issue),Samfilm,112440,88,2020-06-19,2020-06-21
The Lego Batman Movie,Samfilm,90205,74,2020-06-19,2020-06-21
The Hunt,Myndform,88800,56,2020-06-19,2020-06-21
Máni Mávabróðir,Myndform,85519,69,2020-06-19,2020-06-21
Just Mercy,Samfilm,78544,51,2020-06-19,2020-06-21
The Shining (2020 re-issue),Samfilm,77890,77,2020-06-19,2020-06-21
Sonic the Hedgehog,Samfilm,58800,46,2020-06-19,2020-06-21
Dunkirk (2020 re-issue),Samfilm,53940,34,2020-06-19,2020-06-21
Valley Girl,Myndform,47981,31,2020-06-19,2020-06-21
Hvolpasveitin (Paw Patrol - The Mighty Pups),Samfilm,39400,46,2020-06-19,2020-06-21
Lucky Day,Samfilm,33140,24,2020-06-19,2020-06-21
Víti i Vestmannaeyjum,Samfilm,28770,23,2020-06-19,2020-06-21
Stella í Orlofi endurútgáfa (2020),Sena,28000,23,2020-06-19,2020-06-21
Military Wives,Samfilm,25090,17,2020-06-19,2020-06-21
The Shawshank Redemption (2020 re-issue),Samfilm,14000,14,2020-06-19,2020-06-21
Yogi Bear,Samfilm,11950,12,2020-06-19,2020-06-21
Batman Begins (2020 re-issue),Samfilm,6940,5,2020-06-19,2020-06-21
Síðasta Veiðiferðin,Myndform,1975200,1067,2020-06-12,2020-06-14
The Dark Knight (2020 re-issue),Samfilm,706671,474,2020-06-12,2020-06-14
Onward,Samfilm,663305,569,2020-06-12,2020-06-14
Captain Sabertooth and the Magic Diamond / Kapteinn Skögultönn og töfrademanturinn,Myndform,559353,474,2020-06-12,2020-06-14
Stella í Orlofi endurútgáfa (2020),Sena,354405,263,2020-06-12,2020-06-14
The Hunt,Myndform,349487,239,2020-06-12,2020-06-14
Just Mercy,Samfilm,242922,165,2020-06-12,2020-06-14
Batman Begins (2020 re-issue),Samfilm,239431,144,2020-06-12,2020-06-14
Valley Girl,Myndform,225468,146,2020-06-12,2020-06-14
Máni Mávabróðir,Myndform,174520,149,2020-06-12,2020-06-14
Sonic the Hedgehog,Samfilm,134640,113,2020-06-12,2020-06-14
The Shining (2020 re-issue),Samfilm,103700,104,2020-06-12,2020-06-14
I Still Believe,Myndform,95590,67,2020-06-12,2020-06-14
Lucky Day,Samfilm,89871,70,2020-06-12,2020-06-14
Military Wives,Samfilm,73410,50,2020-06-12,2020-06-14
Hvolpasveitin (Paw Patrol - The Mighty Pups),Samfilm,67600,80,2020-06-12,2020-06-14
The Goonies (2020 re-issue),Samfilm,65992,62,2020-06-12,2020-06-14
Yogi Bear,Samfilm,56495,59,2020-06-12,2020-06-14
Capone,Sena,10650,6,2020-06-12,2020-06-14
Síðasta Veiðiferðin,Myndform,1558750,833,2020-06-05,2020-06-07
Onward,Samfilm,696723,692,2020-06-05,2020-06-07
The Hunt,Myndform,488849,297,2020-06-05,2020-06-07
Captain Sabertooth and the Magic Diamond / Kapteinn Skögultönn og töfrademanturinn,Myndform,388589,367,2020-06-05,2020-06-07
Just Mercy,Samfilm,361185,240,2020-06-05,2020-06-07
The Shining (2020 re-issue),Samfilm,278807,217,2020-06-05,2020-06-07
I Still Believe,Myndform,186482,123,2020-06-05,2020-06-07
Lucky Day,Samfilm,154232,106,2020-06-05,2020-06-07
The Goonies (2020 re-issue),Samfilm,147735,136,2020-06-05,2020-06-07
Military Wives,Samfilm,118530,87,2020-06-05,2020-06-07
Dolittle,Myndform,107477,86,2020-06-05,2020-06-07
Máni Mávabróðir,Myndform,99670,78,2020-06-05,2020-06-07
Capone,Sena,79814,52,2020-06-05,2020-06-07
The Shawshank Redemption (2020 re-issue),Samfilm,60640,61,2020-06-05,2020-06-07
The Invisible Man,Myndform,60495,39,2020-06-05,2020-06-07
Sonic the Hedgehog,Samfilm,52585,45,2020-06-05,2020-06-07
Hvolpasveitin (Paw Patrol - The Mighty Pups),Samfilm,49950,59,2020-06-05,2020-06-07
Yogi Bear,Samfilm,28500,26,2020-06-05,2020-06-07
Síðasta Veiðiferðin,Myndform,2000675,1259,2020-05-29,2020-05-31
Onward,Samfilm,959952,836,2020-05-29,2020-05-31
I Still Believe,Myndform,560637,457,2020-05-29,2020-05-31
Just Mercy,Samfilm,532612,332,2020-05-29,2020-05-31
Máni Mávabróðir,Myndform,507590,490,2020-05-29,2020-05-31
The Shining (2020 re-issue),Samfilm,413935,327,2020-05-29,2020-05-31
Capone,Sena,339390,212,2020-05-29,2020-05-31
The Goonies (2020 re-issue),Samfilm,216050,177,2020-05-29,2020-05-31
Military Wives,Samfilm,197520,175,2020-05-29,2020-05-31
Sonic the Hedgehog,Samfilm,185414,153,2020-05-29,2020-05-31
The Shawshank Redemption (2020 re-issue),Samfilm,106380,107,2020-05-29,2020-05-31
The Invisible Man,Myndform,75360,55,2020-05-29,2020-05-31
Hvolpasveitin (Paw Patrol - The Mighty Pups),Samfilm,75250,89,2020-05-29,2020-05-31
Yogi Bear,Samfilm,61290,62,2020-05-29,2020-05-31
Dolittle,Myndform,44250,36,2020-05-29,2020-05-31
Síðasta Veiðiferðin,Myndform,1346450,752,2020-05-22,2020-05-24
Onward,Samfilm,560834,486,2020-05-22,2020-05-24
I Still Believe,Myndform,469938,320,2020-05-22,2020-05-24
Just Mercy,Samfilm,350374,239,2020-05-22,2020-05-24
Máni Mávabróðir,Myndform,346378,300,2020-05-22,2020-05-24
Capone,Sena,249946,152,2020-05-22,2020-05-24
